"","az","date","senat","Anordnung","link","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"392","2BvR1067/99",1999-06-30,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/06/rk19990630_2bvr106799.html;jsessionid=E15014063C39A60832E880975FEF1A39.2_cid393",2,"Limbach","Jentsch","Hassemer","Limbach","Winter","Hassemer","Kirchhof Jentsch Osterloh Broß Sommer","Winter","Jentsch","Limbach Hassemer Kirchhof",2,0,"2","Kirchhof Jentsch Osterloh Broß Sommer",2,FALSE,1
"4422","2BvQ30/99",1999-08-20,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/08/qk19990820_2bvq003099.html;jsessionid=FEC40B4245B7BC242D100C8316F0EE4D.2_cid370",2,"Jentsch","Hassemer","Broß","Limbach","Winter","Hassemer","Kirchhof Jentsch Osterloh Broß Sommer","Limbach","Broß","Jentsch Hassemer Kirchhof",1,0,"3","Kirchhof Osterloh Broß Sommer",1,FALSE,1
"190","2BvR1897/952BvR3000/95",1999-09-28,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/09/rk19990928_2bvr189795.html;jsessionid=24391807022EB4CC84ADD16C1B043810.2_cid361",2,"Limbach","Jentsch","Hassemer","Limbach","Winter","Hassemer","Kirchhof Jentsch Osterloh Broß Sommer","Winter","Jentsch","Limbach Hassemer Kirchhof",2,0,"2","Kirchhof Jentsch Osterloh Broß Sommer",2,FALSE,1
"3097","2BvR2039/99",1999-11-03,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/11/rk19991103_2bvr203999.html;jsessionid=D0C83912D90B6C90D26661055B8BC884.2_cid370",2,"Limbach","Jentsch","Hassemer","Limbach","Winter","Hassemer","Kirchhof Jentsch Osterloh Broß Sommer","Winter","Jentsch","Limbach Hassemer Kirchhof",2,0,"2","Kirchhof Jentsch Osterloh Broß Sommer",2,FALSE,1
"1727","2BvR2414/99",2000-01-11,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/01/rk20000111_2bvr241499.html;jsessionid=A5F8DDFF7A14A5E5DEC3374435944847.2_cid392",2,"Hassemer","Broß","DiFabio","Sommer","Osterloh","DiFabio","Winter Hassemer Limbach Jentsch Broß","Sommer Osterloh","Hassemer Broß","DiFabio Hassemer Limbach",2,0,"1 4","Hassemer Limbach Jentsch Broß",1,FALSE,1
"1583","2BvR1363/00",2000-08-22,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000822_2bvr136300.html;jsessionid=B936E3B7FE84BCE89255E956407C2149.2_cid361",2,"Sommer","Jentsch","Broß","Sommer","Osterloh","DiFabio","Winter Hassemer Limbach Jentsch Broß","Osterloh DiFabio","Jentsch Broß","Sommer Limbach Jentsch",2,0,"2 3","Limbach Jentsch Broß",1,FALSE,1
"99","2BvR1301/01",2001-08-17,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010817_2bvr130101.html;jsessionid=A3A45206CD447D2B760C06E246207FAF.2_cid370",2,"Sommer","Jentsch","Broß","Sommer","Osterloh","DiFabio","Mellinghoff Hassemer Limbach Jentsch Broß","Osterloh DiFabio","Jentsch Broß","Sommer Hassemer Limbach",3,1,"3 4","Hassemer Limbach Jentsch Broß",1,FALSE,1
"2351","2BvQ32/02",2002-06-14,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/qk20020614_2bvq003202.html;jsessionid=2772AB319472F1D3E51EE6AFB666256B.2_cid370",2,"Sommer","Jentsch","Osterloh","Jentsch","Broß","Lübbe-Wolff","Mellinghoff Osterloh Hassemer DiFabio Sommer","Broß Lübbe-Wolff","Sommer Osterloh","Jentsch Mellinghoff Osterloh",1,0,"2 5","Mellinghoff Osterloh Hassemer DiFabio Sommer",2,FALSE,1
"1738","2BvR1332/02",2002-08-30,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020830_2bvr133202.html;jsessionid=0357DEC707186E41B35463FB6A3905F6.2_cid370",2,"Jentsch","Broß","Mellinghoff","Jentsch","Broß","Lübbe-Wolff","Mellinghoff Osterloh Hassemer DiFabio Sommer","Lübbe-Wolff","Mellinghoff","Jentsch Broß Mellinghoff",0,1,"1","Mellinghoff Hassemer DiFabio Sommer",0,FALSE,0
"4859","2BvR530/03",2003-05-06,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/05/rk20030506_2bvr053003.html;jsessionid=DBB7491583B2BBE19324CA34A5558222.2_cid392",2,"Hassemer","Broß","Lübbe-Wolff","Jentsch","Broß","Lübbe-Wolff","Mellinghoff Osterloh Hassemer DiFabio Sommer","Jentsch","Hassemer","Broß Lübbe-Wolff Mellinghoff",1,0,"3","Mellinghoff Osterloh Hassemer DiFabio Sommer",2,FALSE,1
"3626","2BvR911/03",2003-08-27,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/08/rk20030827_2bvr091103.html;jsessionid=A57321C7EA2A3076FBFAC76FCAA948E0.2_cid394",2,"Jentsch","Broß","Gerhardt","Jentsch","Broß","Lübbe-Wolff","Mellinghoff Osterloh Hassemer Gerhardt DiFabio","Lübbe-Wolff","Gerhardt","Jentsch Broß Mellinghoff",0,1,"4","Mellinghoff Osterloh Hassemer Gerhardt DiFabio",1,FALSE,1
"4541","2BvR1324/03",2003-08-27,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/08/rk20030827_2bvr132403.html;jsessionid=A57321C7EA2A3076FBFAC76FCAA948E0.2_cid394",2,"Jentsch","Broß","Osterloh","Jentsch","Broß","Lübbe-Wolff","Mellinghoff Osterloh Hassemer Gerhardt DiFabio","Lübbe-Wolff","Osterloh","Jentsch Broß Mellinghoff",0,1,"2","Mellinghoff Osterloh Hassemer Gerhardt DiFabio",1,FALSE,1
"1469","2BvR1357/05",2005-08-18,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/08/rk20050818_2bvr135705.html;jsessionid=36A0DAE57164033182B7ABCBC7E2FDDB.2_cid383",2,"Hassemer","Jentsch","Broß","Jentsch","Broß","Gerhardt","Mellinghoff Osterloh Hassemer Lübbe-Wolff DiFabio","Gerhardt","Hassemer","Jentsch Broß Mellinghoff",0,1,"3","Mellinghoff Osterloh Hassemer Lübbe-Wolff DiFabio",1,FALSE,1
"5211","2BvR1651/03",2005-09-26,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/09/rk20050926_2bvr165103.html;jsessionid=2F60A369955D29D4FAC0A68C973436E7.2_cid370",2,"Broß","DiFabio","Lübbe-Wolff","Jentsch","Broß","Gerhardt","Mellinghoff Osterloh Hassemer Lübbe-Wolff DiFabio","Jentsch Gerhardt","DiFabio Lübbe-Wolff","Broß Mellinghoff Osterloh",1,0,"4 5","Mellinghoff Osterloh Hassemer Lübbe-Wolff DiFabio",1,FALSE,1
"2301","2BvQ22/06",2006-04-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/04/qk20060412_2bvq002206.html;jsessionid=825A88EC74D740676BA35D54BCA78672.2_cid383",2,"Osterloh","Lübbe-Wolff","Gerhardt","Broß","Lübbe-Wolff","Gerhardt","Mellinghoff Osterloh Landau DiFabio Hassemer","Broß","Osterloh","Lübbe-Wolff Gerhardt Mellinghoff",2,0,"2","Mellinghoff Osterloh Landau DiFabio Hassemer",3,FALSE,1
"1181","2BvR699/06",2006-04-15,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/04/rk20060415_2bvr069906.html;jsessionid=825A88EC74D740676BA35D54BCA78672.2_cid383",2,"Osterloh","Mellinghoff","Lübbe-Wolff","Broß","Lübbe-Wolff","Gerhardt","Mellinghoff Osterloh Landau DiFabio Hassemer","Gerhardt","Mellinghoff","Osterloh Lübbe-Wolff Mellinghoff",2,0,"1","Mellinghoff Landau DiFabio Hassemer",2,FALSE,0
"5595","2BvR620/03",2006-11-08,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/11/rk20061108_2bvr062003.html;jsessionid=A8439984FC9E689F07EAF30F30900166.2_cid383",2,"Hassemer","DiFabio","Landau","Broß","Lübbe-Wolff","Gerhardt","Mellinghoff Osterloh Landau DiFabio Hassemer","Broß Lübbe-Wolff Gerhardt","Hassemer DiFabio Landau","Mellinghoff Osterloh Landau",1,0,"3 4 5","Mellinghoff Osterloh Landau DiFabio Hassemer",1,FALSE,1
"2347","2BvR214/08",2008-02-04,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/02/rk20080204_2bvr021408.html;jsessionid=1F11CE875A4F82F7C310B0A4D9AA7613.2_cid361",2,"Osterloh","Mellinghoff","Lübbe-Wolff","Broß","Lübbe-Wolff","Gerhardt","Mellinghoff Osterloh Landau DiFabio Hassemer","Broß Gerhardt","Osterloh Mellinghoff","Lübbe-Wolff Mellinghoff Osterloh",2,0,"1 2","Mellinghoff Osterloh Landau DiFabio Hassemer",2,FALSE,0
"3494","2BvR733/08",2008-05-09,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/05/rk20080509_2bvr073308.html;jsessionid=BEE84988AAEC4884ACE284D5134441E8.2_cid383",2,"DiFabio","Gerhardt","Landau","Broß","DiFabio","Landau","Gerhardt Lübbe-Wolff Mellinghoff Voßkuhle Osterloh","Broß","Gerhardt","DiFabio Landau Gerhardt",1,0,"1","Gerhardt Lübbe-Wolff",1,FALSE,0
"1670","2BvR287/09",2009-02-19,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/02/rk20090219_2bvr028709.html;jsessionid=8D60BC7CBD2F5196C92A8C7CA855321B.2_cid383",2,"DiFabio","Lübbe-Wolff","Landau","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Broß","Lübbe-Wolff","DiFabio Landau Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"2713","2BvR542/09",2009-07-23,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/07/rk20090723_2bvr054209.html;jsessionid=223BE4E499EDA1D5FD8CBC18639C0383.2_cid393",2,"Broß","Lübbe-Wolff","Landau","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","DiFabio","Lübbe-Wolff","Broß Landau Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"248","2BvR343/09",2009-08-11,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/08/rk20090811_2bvr034309.html;jsessionid=51CD31F9F518680A6559B3561958CEE5.2_cid392",2,"Broß","DiFabio","Lübbe-Wolff","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Landau","Lübbe-Wolff","Broß DiFabio Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"1089","2BvR2307/06",2010-02-04,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/02/rk20100204_2bvr230706.html;jsessionid=3172F765B78C8CB992457F0AB816761A.2_cid361",2,"Broß","DiFabio","Gerhardt","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Landau","Gerhardt","Broß DiFabio Voßkuhle",1,0,"4","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"374","2BvR571/10",2010-06-30,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/06/rk20100630_2bvr057110.html;jsessionid=03370AD628077006E65DF0F28921302F.2_cid394",2,"DiFabio","Lübbe-Wolff","Landau","Broß","DiFabio","Landau","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh","Broß","Lübbe-Wolff","DiFabio Landau Voßkuhle",1,0,"2","Voßkuhle Lübbe-Wolff Mellinghoff Gerhardt Osterloh",1,FALSE,1
"5309","2BvL12/09",2010-11-16,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/11/lk20101116_2bvl001209.html;jsessionid=7A537DC5288CA2F3022010FB4005188E.2_cid361",2,"Broß","DiFabio","Landau","DiFabio","Gerhardt","Hermanns","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle","Gerhardt Hermanns","Broß Landau","DiFabio Huber Lübbe-Wolff",1,0,"4","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle",0,FALSE,1
"1021","2BvR1010/102BvR1219/10",2011-10-11,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/10/rk20111011_2bvr101010.html;jsessionid=5C03CA097DA877A4E52A8F579ADBC0FF.2_cid394",2,"Gerhardt","Huber","Hermanns","DiFabio","Gerhardt","Hermanns","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle","DiFabio","Huber","Gerhardt Hermanns Huber",2,0,"1","Huber Lübbe-Wolff Mellinghoff Landau Voßkuhle",2,FALSE,0
"2973","2BvQ50/12",2012-11-23,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/11/qk20121123_2bvq005012.html;jsessionid=20A8FD9103B6124B00D44930F80581EA.2_cid383",2,"Lübbe-Wolff","Gerhardt","Müller","Gerhardt","Hermanns","Müller","Kessal-Wulf Huber Lübbe-Wolff Landau Voßkuhle","Hermanns","Lübbe-Wolff","Gerhardt Müller Kessal-Wulf",1,0,"3","Kessal-Wulf Huber Lübbe-Wolff Landau Voßkuhle",2,FALSE,1
"3150","2BvR1698/12",2014-08-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/08/rk20140812_2bvr169812.html;jsessionid=1EA74CE209CCBCB21683A9D225F07ED6.2_cid392",2,"Landau","König","Maidowski","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Maidowski","Landau König Maidowski",1,0,"1","Maidowski Müller Huber Hermanns Voßkuhle",1,FALSE,0
"3116","2BvR1513/14",2014-08-18,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/08/rk20140818_2bvr151314.html;jsessionid=1EA74CE209CCBCB21683A9D225F07ED6.2_cid392",2,"Landau","Müller","König","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Müller","Landau König Maidowski",1,0,"2","Maidowski Müller Huber Hermanns Voßkuhle",1,FALSE,1
"5760","2BvR869/15",2015-05-29,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/05/rk20150529_2bvr086915.html;jsessionid=F6F231745753032FF32B68E207D3EFB1.2_cid394",2,"Hermanns","Kessal-Wulf","König","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Landau","Hermanns","Kessal-Wulf König Maidowski",1,0,"4","Maidowski Müller Huber Hermanns Voßkuhle",2,FALSE,1
"5771","2BvR1180/15",2015-08-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/08/rk20150812_2bvr118015.html;jsessionid=2AA3FA5A27A35598D950C93F1A98E89C.2_cid383",2,"Landau","König","Maidowski","Landau","Kessal-Wulf","König","Maidowski Müller Huber Hermanns Voßkuhle","Kessal-Wulf","Maidowski","Landau König Maidowski",1,0,"1","Maidowski Müller Huber Hermanns Voßkuhle",1,FALSE,0
"2951","2BvR1206/98",1998-07-31,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/07/rk19980731_2bvr120698.html;jsessionid=7E206C850B1D8CA396DC7D94DF86A500.2_cid383",3,"Graßhof","Kirchhof","Jentsch","Limbach","Graßhof","Kirchhof","Hassemer Jentsch Sommer Winter Kruis","Limbach","Jentsch","Graßhof Kirchhof Jentsch",1,0,"1","Jentsch Sommer Winter Kruis",1,FALSE,0
"5038","2BvQ28/98",1998-08-11,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/08/qk19980811_2bvq002898.html;jsessionid=B5E238FD19CDE3B3CE14B3899F044F40.2_cid393",3,"Limbach","Graßhof","Sommer","Limbach","Graßhof","Kirchhof","Hassemer Jentsch Sommer Winter Kruis","Kirchhof","Sommer","Limbach Graßhof Hassemer",3,1,"3","Hassemer Jentsch Sommer Winter Kruis",3,FALSE,1
"1940","2BvR559/99",1999-03-31,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/rk19990331_2bvr055999.html;jsessionid=C1FA29B8E2193C7A244136CE942B2960.2_cid392",3,"Kirchhof","Jentsch","Osterloh","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Limbach","Osterloh","Kirchhof Jentsch Osterloh",1,0,"1","Osterloh Broß Sommer Winter",1,FALSE,0
"5306","2BvR1177/99",1999-07-26,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/07/rk19990726_2bvr117799.html;jsessionid=05658CAEF5F8EE850C8F6D0FF4FE7A47.2_cid392",3,"Limbach","Jentsch","Osterloh","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Kirchhof","Osterloh","Limbach Jentsch Osterloh",2,0,"1","Osterloh Broß Sommer Hassemer",2,FALSE,0
"833","2BvR1461/99",1999-08-13,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/08/rk19990813_2bvr146199.html;jsessionid=FEC40B4245B7BC242D100C8316F0EE4D.2_cid370",3,"Limbach","Sommer","Jentsch","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Kirchhof","Sommer","Limbach Jentsch Osterloh",2,0,"3","Osterloh Broß Sommer Hassemer",2,FALSE,1
"3176","2BvR1307/99",1999-08-16,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/08/rk19990816_2bvr130799.html;jsessionid=FEC40B4245B7BC242D100C8316F0EE4D.2_cid370",3,"Sommer","Jentsch","Broß","Limbach","Kirchhof","Jentsch","Osterloh Broß Sommer Winter Hassemer","Limbach","Broß","Sommer Jentsch Osterloh",2,0,"2","Osterloh Broß Hassemer",1,FALSE,1
"5023","2BvQ60/992BvR2414/99",2000-01-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/01/qk20000112_2bvq006099.html;jsessionid=2D695BAD8F3792E6DB6E07D1718DA6BE.2_cid392",3,"Hassemer","Broß","DiFabio","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach Winter","BroßDiFabio BroßDiFabio","Hassemer Broß DiFabio BroßDiFabio Jentsch",1,0,"1","BroßDiFabio Jentsch",1,FALSE,0
"442","2BvR2352/99",2000-02-24,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/02/rk20000224_2bvr235299.html;jsessionid=E6D27025F516174CE550A30F2FF18845.2_cid361",3,"Hassemer","Broß","DiFabio","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach Winter","BroßDiFabio BroßDiFabio","Hassemer Broß DiFabio BroßDiFabio Jentsch",1,0,"1","BroßDiFabio Jentsch Osterloh Sommer",1,FALSE,0
"3882","2BvR1261/00",2000-07-31,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/07/rk20000731_2bvr126100.html;jsessionid=D4AD9B61D4474C4C6C5EB8A9B13A7804.2_cid393",3,"Hassemer","Broß","Osterloh","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Limbach","Osterloh","Hassemer Broß BroßDiFabio",1,0,"3","BroßDiFabio Jentsch Osterloh Sommer",2,FALSE,1
"4950","2BvR1372/00",2000-08-21,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000821_2bvr137200.html;jsessionid=B936E3B7FE84BCE89255E956407C2149.2_cid361",3,"Limbach","Sommer","Broß","Limbach","Winter","Hassemer","DiFabio Jentsch Osterloh Broß Sommer","Hassemer","Sommer","Limbach Broß BroßDiFabio",1,0,"4","BroßDiFabio Jentsch Osterloh Sommer",2,FALSE,1
"2069","2BvQ30/01",2001-08-01,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/qk20010801_2bvq003001.html;jsessionid=B18087CB825D0EE7CC53E3AD29240D61.2_cid370",3,"Hassemer","DiFabio","Mellinghoff","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Limbach","DiFabio","Hassemer Mellinghoff DiFabio",1,0,"1","DiFabio Jentsch Broß Sommer Osterloh",1,FALSE,0
"3812","2BvR1349/01",2001-08-14,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010814_2bvr134901.html;jsessionid=1A5C7763B55372D9DB010EBEA075CD89.2_cid361",3,"Limbach","Jentsch","Hassemer","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","Jentsch","Limbach Hassemer DiFabio",2,0,"2","DiFabio Jentsch Broß Sommer Osterloh",2,FALSE,1
"2013","2BvR1523/01",2001-09-10,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/09/rk20010910_2bvr152301.html;jsessionid=BFF0A24ED1F9AE41C4724361FE06A327.2_cid361",3,"Limbach","Hassemer","Osterloh","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","Osterloh","Limbach Hassemer DiFabio",2,0,"5","DiFabio Jentsch Broß Sommer Osterloh",3,FALSE,1
"5727","2BvQ7/02",2002-01-30,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/01/qk20020130_2bvq000702.html;jsessionid=149682A0A6CA2B20E71714AF280C65F2.2_cid394",3,"Limbach","Hassemer","DiFabio","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Mellinghoff","DiFabio","Limbach Hassemer DiFabio",2,0,"1","DiFabio Jentsch Broß Sommer Osterloh",2,FALSE,0
"3635","2BvR397/02",2002-03-21,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/03/rk20020321_2bvr039702.html;jsessionid=93733B71A4C048FDC4BD8DBCDB090A82.2_cid392",3,"Sommer","Hassemer","Osterloh","Limbach","Hassemer","Mellinghoff","DiFabio Jentsch Broß Sommer Osterloh","Limbach Mellinghoff","Sommer Osterloh","Hassemer DiFabio Jentsch",1,0,"4 5","DiFabio Jentsch Broß Sommer Osterloh",3,FALSE,1
"3519","2BvQ31/022BvR909/02",2002-06-20,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/06/qk20020620_2bvq003102.html;jsessionid=81488CACDF83D350EC28126667CAF0CD.2_cid361",3,"Sommer","Osterloh","Mellinghoff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Hassemer","Sommer","Osterloh Mellinghoff DiFabio",1,0,"2","DiFabio Sommer Jentsch",2,FALSE,1
"4809","2BvR932/02",2002-08-12,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020812_2bvr093202.html;jsessionid=02E993E44D5A1040786F05A9FD2E9768.2_cid361",3,"Hassemer","Sommer","Broß","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Osterloh Mellinghoff","Sommer Broß","Hassemer Lübbe-Wolff DiFabio",2,0,"3 4","Lübbe-Wolff DiFabio Sommer Broß Jentsch",2,FALSE,1
"5491","2BvR1570/00",2002-12-10,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/12/rk20021210_2bvr157000.html;jsessionid=09ABC313A687CCDD4F52A9AAF9AED3E8.2_cid383",3,"Hassemer","Osterloh","Lübbe-Wolff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Mellinghoff","Lübbe-Wolff","Hassemer Osterloh Lübbe-Wolff",3,1,"1","Lübbe-Wolff DiFabio Sommer Broß Jentsch",3,FALSE,0
"4151","2BvR2045/02",2003-01-02,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/01/rk20030102_2bvr204502.html;jsessionid=50932CD28FA7218491695AA3F17BE07E.2_cid361",3,"Hassemer","Broß","Mellinghoff","Hassemer","Osterloh","Mellinghoff","Lübbe-Wolff DiFabio Sommer Broß Jentsch","Osterloh","Broß","Hassemer Mellinghoff Lübbe-Wolff",2,0,"4","Lübbe-Wolff DiFabio Sommer Broß Jentsch",1,FALSE,1
"5058","2BvR1802/02",2004-06-03,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/06/rk20040603_2bvr180202.html;jsessionid=C7A84D01B3EA5B0C20605FEDA2A5EEB1.2_cid383",3,"Osterloh","Mellinghoff","Gerhardt","Hassemer","Osterloh","Mellinghoff","Gerhardt DiFabio Broß Lübbe-Wolff Jentsch","Hassemer","Gerhardt","Osterloh Mellinghoff Gerhardt",2,0,"1","Gerhardt DiFabio Broß Lübbe-Wolff Jentsch",2,FALSE,0
"1637","2BvR2057/05",2005-12-29,2,1,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/12/rk20051229_2bvr205705.html;jsessionid=16C45B617C712F24ACD062B9C3343234.2_cid383",3,"Broß","Osterloh","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Mellinghoff","Landau","Broß Osterloh Landau",1,0,"1","Landau DiFabio Gerhardt Lübbe-Wolff",1,FALSE,0
"4390","2BvR619/06",2006-04-06,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/04/rk20060406_2bvr061906.html;jsessionid=825A88EC74D740676BA35D54BCA78672.2_cid383",3,"Osterloh","Mellinghoff","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Broß","Landau","Osterloh Mellinghoff Landau",1,0,"1","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,0
"5461","2BvR375/00",2006-07-14,2,0,"http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2006/07/rk20060714_2bvr037500.html;jsessionid=7AB0F1722F9C0F4409AA3E0455F19A68.2_cid393",3,"Broß","Osterloh","Landau","Broß","Osterloh","Mellinghoff","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff","Mellinghoff","Landau","Broß Osterloh Landau",1,0,"1","Landau DiFabio Hassemer Gerhardt Lübbe-Wolff",1,FALSE,0
