"","az","date","senat","kammer","r1","r2","r3","r1_f","r2_f","r3_f","gv","ersetzt","ersatz","konform","c_nach_gversatz","crit","whichgv","gv_mod","real_c","drop","gv_viol"
"5563"," 1 BvR 1574/02  ",2002-12-04,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"942"," 1 BvR 171/02  ",2002-12-16,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1902"," 1 BvR 1945/99  ",2002-12-17,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"751"," 1 BvR 108/96  ",2002-12-18,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1721"," 1 BvL 14/02  ",2002-12-18,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1736"," 1 BvR 1402/01  ",2002-12-19,1,3,"Papier","Haas","Hohmann-Dennhardt","Papier","Haas","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Steiner",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4607"," 1 BvR 2222/02  ",2003-01-16,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2686"," 1 BvR 1644/00  ",2003-02-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4298"," 1 BvR 1526/02  ",2003-02-05,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1265"," 1 BvR 188/03  ",2003-02-06,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"373"," 1 BvR 2314/02  ",2003-02-11,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"967"," 1 BvR 2409/02  ",2003-02-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1234"," 1 BvR 1597/99  ",2003-02-13,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"265"," 1 BvR 310/03  ",2003-03-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5400"," 1 BvR 752/02  ",2003-03-05,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4454"," 1 BvR 1617/97  ",2003-03-10,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5000"," 1 BvR 1646/96  ",2003-03-10,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1555"," 1 BvR 1504/02  ",2003-03-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2389"," 1 BvR 894/01  ",2003-03-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4716"," 1 BvR 2240/02  ",2003-03-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5331"," 1 BvR 484/01  ",2003-03-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4828"," 1 BvR 329/03  ",2003-03-18,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"230"," 1 BvR 1998/02  ",2003-04-14,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"545"," 1 BvR 1248/99  ",2003-04-23,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3374"," 1 BvR 305/03  ",2003-04-23,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4346"," 1 BvR 481/03  ",2003-04-23,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2224"," 1 BvR 2411/02  ",2003-04-29,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2963"," 1 BvR 2357/02  ",2003-05-05,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5670"," 1 BvR 114/03  ",2003-05-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3883"," 1 BvR 2222/01  ",2003-05-20,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4872"," 1 BvR 237/97  ",2003-05-20,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2739"," 1 BvR 90/03  ",2003-05-21,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1300"," 1 BvR 1077/00  ",2003-05-22,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1403"," 1 BvR 452/99  ",2003-05-22,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"173"," 1 BvR 789/96  ",2003-06-02,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3695"," 1 BvR 1355/02  ",2003-06-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3496"," 1 BvR 2114/02  ",2003-06-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"683"," 1 BvR 158/03  ",2003-06-11,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1741"," 1 BvR 1573/02  ",2003-06-11,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4297"," 1 BvR 190/00         1 BvR 191/00  ",2003-06-11,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4771"," 1 BvR 1152/02  ",2003-06-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2704"," 1 BvR 1644/00  ",2003-07-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5213"," 1 BvR 1587/99  ",2003-07-30,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5602"," 1 BvR 1532/03  ",2003-08-20,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem",2,FALSE,0
"318"," 1 BvR 1646/02  ",2003-08-27,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1256"," 1 BvR 901/03  ",2003-10-14,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4895"," 1 BvR 1424/02  ",2003-11-12,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2728"," 1 BvR 2257/03  ",2003-11-20,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1963"," 1 BvR 2232/03  ",2003-11-24,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"704"," 1 BvR 1248/03  ",2003-11-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"739"," 1 BvR 834/03  ",2003-11-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2514"," 1 BvR 1858/95  ",2003-11-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3547"," 1 BvR 1644/00  ",2003-12-10,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3180","  1 BvR 1140/03  ",2003-12-18,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5182"," 1 BvR 1371/03  ",2003-12-18,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3133"," 1 BvR 936/97  ",2004-01-15,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4330"," 1 BvR 994/98  ",2004-01-28,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3511"," 1 BvR 2491/97  ",2004-02-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"101"," 1 BvR 1172/02  ",2004-02-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4195"," 1 BvR 596/03  ",2004-02-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4386"," 1 BvR 1715/02  ",2004-02-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5395"," 1 BvR 2341/00  ",2004-02-17,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"508"," 1 BvR 1564/94  ",2004-02-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"635"," 1 BvR 1000/98  ",2004-02-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4232"," 1 BvR 2016/01  ",2004-02-25,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"213"," 1 BvR 2099/03  ",2004-03-01,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2623"," 1 BvR 738/01  ",2004-03-01,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5134"," 1 BvR 766/01         1 BvR 1454/02  ",2004-03-01,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3913"," 1 BvL 13/00  ",2004-03-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4762"," 1 BvR 246/01  ",2004-03-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4849"," 1 BvR 2670/03  ",2004-03-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"803"," 1 BvR 455/02         1 BvR 1719/02         1 BvR 1904/02         1 BvR 2020/02         1 BvR 27/03         1 BvR 336/03         1 BvR 557/03         1 BvR 723/03         1 BvR 857/03         1 BvR 957/03  ",2004-03-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2827"," 1 BvR 131/04  ",2004-03-19,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3276"," 1 BvR 2248/01  ",2004-03-22,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3631"," 1 BvR 622/98  ",2004-04-15,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"685"," 1 BvR 138/04  ",2004-04-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2609"," 1 BvR 529/04  ",2004-04-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2956"," 1 BvR 1819/00  ",2004-04-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4393"," 1 BvR 819/03  ",2004-04-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5227"," 1 BvR 795/03  ",2004-04-26,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4851"," 1 BvR 479/04  ",2004-05-03,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"804"," 1 BvR 368/99  ",2004-05-10,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3934"," 1 BvR 1816/01  ",2004-05-15,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2213"," 1 BvR 915/04  ",2004-06-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2298"," 1 BvR 872/04  ",2004-06-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2805"," 1 BvR 487/04  ",2004-06-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4712"," 1 BvR 514/99  ",2004-06-16,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5187"," 1 BvR 1070/02  ",2004-06-22,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"3960"," 1 BvR 496/00  ",2004-06-23,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"3743"," 1 BvR 603/04  ",2004-06-28,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1103"," 1 BvR 336/04  ",2004-06-29,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4244"," 1 BvR 258/04  ",2004-07-09,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2610"," 1 BvR 293/01  ",2004-07-27,1,3,"Steiner","Hohmann-Dennhardt","Bryde","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas","Papier","Bryde","Steiner Hohmann-Dennhardt Bryde",2,0,"1","Bryde Hömig Jaeger Hoffmann-Riem Haas",2,FALSE,0
"5721"," 1 BvR 801/04  ",2004-07-27,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"5606"," 1 BvR 737/00  ",2004-07-29,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"501"," 1 BvR 1076/04  ",2004-08-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"660"," 1 BvR 698/03         1 BvR 699/03         1 BvR 700/03         1 BvR 701/03  ",2004-08-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"1182"," 1 BvR 1557/01  ",2004-08-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2766"," 1 BvR 1078/04  ",2004-08-04,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"623"," 1 BvR 285/01  ",2004-08-31,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4123"," 1 BvR 2073/03  ",2004-08-31,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"4987"," 1 BvR 1962/04  ",2004-09-02,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
"2467"," 1 BvR 487/04  ",2004-09-15,1,3,"Papier","Steiner","Hohmann-Dennhardt","Papier","Steiner","Hohmann-Dennhardt","Bryde Hömig Jaeger Hoffmann-Riem Haas",NA,NA,NA,NA,NA,NA,NA,1,TRUE,NA
